Career,Citizenship,Nationality,Year_of_Study,Gender,Department,Housing_Type,Events_Volunteered,Events_Participated,Activities_Interested,Activities_Passionate,Stress_Level,Student_Life_Satisfaction,Effort_For_Interaction,Response_ID,Societies_Participation,Clubs_Participation,Academic_Stress,Financial_Stress,Family_Stress,Friend_Stress
UGRD,Country Citizen,Singapore,2,M,School of Business School,Out of Campus,4,1,4,4,2,3,2,203,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,2,2,2,2,6,1,1,204,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,1,0,4,2,1,2,2,205,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,1,1,1,1,1,2,2,206,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,2,1,3,2,4,2,1,207,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,2,4,10,7,0,3,208,Yes,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Halls,2,1,1,4,4,2,2,209,Yes,No,Yes,Yes,Yes,No
GRAD,Country Citizen,Singapore,4,F,School of International Science,Out of Campus,2,0,3,3,2,2,1,210,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,4,3,4,5,2,1,2,211,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,0,1,3,2,2,1,3,212,No,Yes,No,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Residential Colleges,1,2,2,5,3,2,1,213,Yes,No,Yes,No,No,No
UGRD,Permanent Resident,Malaysia,1,F,School of Engineering,Out of Campus,8,4,4,6,3,2,3,214,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,0,2,3,6,5,2,2,215,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Business School,Halls,1,0,3,4,4,2,2,216,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Out of Campus,1,2,3,3,5,1,2,217,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Halls,1,1,3,1,3,2,2,218,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,1,1,2,1,2,1,1,219,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Halls,1,1,2,1,2,2,2,220,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,1,2,3,2,2,2,2,221,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residential Colleges,0,1,2,2,2,3,3,222,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Halls,0,1,3,3,2,3,3,223,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Computing,Out of Campus,1,2,2,2,1,2,2,224,Yes,No,Yes,No,No,No
GRAD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,0,1,3,1,4,2,2,225,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,1,1,2,1,6,1,1,226,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,0,2,1,1,1,1,1,227,No,Yes,Yes,No,No,No
UGRD,Foreigner,Malaysia,1,M,School of Engineering,Halls,2,2,1,2,2,2,2,228,No,Yes,No,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Medicine1,Out of Campus,0,1,1,2,2,3,2,229,No,Yes,Yes,No,No,No
UGRD,Foreigner,Malaysia,1,F,School of Engineering,Halls,0,3,3,3,3,2,2,230,Yes,Yes,Yes,Yes,No,No
UGRD,Foreigner,Malaysia,2,F,School of Arts & Social Science,Halls,2,2,5,2,5,2,2,231,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,2,1,3,3,1,2,1,232,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Business School,Out of Campus,0,1,2,4,2,3,2,233,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,1,3,4,3,4,3,2,234,Yes,Yes,Yes,No,Yes,No
GRAD,Country Citizen,Singapore,1,F,School of Science,Halls,2,3,4,4,3,2,2,235,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,0,1,4,7,3,2,2,236,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,0,1,1,2,3,2,2,237,No,No,Yes,No,No,Yes
GRAD,Country Citizen,Singapore,3,F,School of International Science,Out of Campus,1,1,3,2,3,2,2,238,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Out of Campus,1,2,1,3,2,3,2,239,Yes,Yes,Yes,Yes,No,No
GRAD,Foreigner,Canada,1,M,School of Public Health,Out of Campus,0,2,3,2,1,2,3,240,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,1,2,2,3,1,1,241,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,3,3,6,2,2,2,242,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,1,2,1,3,2,2,2,243,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Halls,0,2,4,2,3,2,2,244,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Computing,Residential Colleges,1,1,2,1,2,2,2,245,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,2,2,3,4,9,2,2,246,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Science,Halls,0,1,2,2,4,1,2,247,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Halls,2,3,3,3,2,2,2,248,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,1,1,2,4,2,2,2,249,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,1,2,4,3,2,2,250,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residential Colleges,0,3,5,2,5,3,1,251,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Business School,Halls,0,2,5,9,4,2,3,252,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Halls,2,2,2,2,4,3,2,253,No,Yes,Yes,Yes,No,No
UGRD,Foreigner,Malaysia,4,M,School of Engineering,Halls,2,2,2,2,7,1,3,254,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,2,2,4,3,4,2,2,255,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Business School,Out of Campus,1,0,6,6,1,2,2,256,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,2,1,2,4,5,1,2,257,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,4,3,4,4,3,2,2,258,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,0,1,2,3,1,1,259,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Out of Campus,0,1,2,5,7,2,2,260,No,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,0,2,1,2,2,2,261,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Medicine1,Out of Campus,1,1,2,2,3,2,1,262,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,0,2,1,1,1,2,2,263,Yes,No,No,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,0,1,1,9,0,2,264,No,No,Yes,Yes,Yes,Yes
NGRD,Foreigner,United States,1,F,School of Exchange Students,Residences,0,1,3,2,4,2,2,265,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,1,1,1,2,2,2,2,266,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Medicine1,Out of Campus,2,0,1,2,2,1,2,267,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Foreign College,Out of Campus,0,2,3,5,5,2,3,268,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Out of Campus,0,0,4,2,1,2,2,269,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,0,1,6,3,2,2,270,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,1,3,5,3,2,1,271,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Science,Residential Colleges,1,1,2,1,1,2,2,272,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Out of Campus,0,1,4,5,2,2,2,273,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Halls,0,1,3,2,3,2,2,274,Yes,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Residential Colleges,1,1,2,2,2,3,2,275,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,2,1,3,4,2,2,2,276,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,1,1,2,3,1,2,1,277,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,1,0,1,2,2,2,2,278,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,2,3,3,3,3,3,2,279,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,1,0,4,1,2,1,2,280,No,No,Yes,No,No,No
GRAD,Foreigner,China,1,F,School of Engineering,Out of Campus,0,0,3,3,6,2,2,281,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Residential Colleges,0,2,2,5,3,1,2,282,Yes,No,Yes,Yes,No,No
UGRD,Permanent Resident,China,3,F,School of Arts & Social Science,Out of Campus,2,2,3,4,4,2,2,283,No,No,Yes,Yes,Yes,No
UGRD,Permanent Resident,China,2,F,School of Science,Halls,5,3,3,5,3,3,3,284,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,0,3,6,4,0,2,285,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Out of Campus,1,2,3,1,1,2,3,286,No,Yes,No,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,3,3,5,7,4,1,2,287,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Medicine1,Out of Campus,2,0,2,1,2,2,3,288,No,No,Yes,No,No,No
UGRD,Permanent Resident,China,2,F,School of Engineering,Out of Campus,2,0,2,2,2,2,2,289,No,No,Yes,No,No,No
UGRD,Foreigner,China,3,F,School of Business School,Out of Campus,0,0,2,2,5,1,2,290,No,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,3,2,2,2,3,2,3,291,Yes,No,Yes,No,No,Yes
UGRD,Permanent Resident,China,4,F,School of Arts & Social Science,Halls,1,3,3,1,3,2,1,292,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,1,3,2,5,2,2,293,No,Yes,Yes,Yes,No,Yes
UGRD,Foreigner,China,3,M,School of Science,Halls,2,1,2,2,3,3,3,294,Yes,No,Yes,No,No,Yes
UGRD,Permanent Resident,China,1,M,School of Engineering,Out of Campus,0,1,5,1,2,2,2,295,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Halls,0,2,2,3,3,1,2,296,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,3,3,2,3,5,2,2,297,Yes,Yes,Yes,Yes,Yes,Yes
GRAD,Foreigner,China,3,F,School of Arts & Social Science,Residences,1,1,2,1,2,3,2,298,No,Yes,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,3,F,School of Design & Environment,Out of Campus,1,1,2,1,1,2,1,299,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Out of Campus,1,1,3,1,3,2,1,300,Yes,No,Yes,No,Yes,No
GRAD,Foreigner,China,2,M,School of Engineering,Halls,0,0,3,1,2,3,2,301,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,0,1,1,1,4,2,2,302,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,1,1,2,4,5,2,2,303,No,No,Yes,No,No,Yes
GRAD,Foreigner,China,2,F,School of Science,Out of Campus,0,1,4,7,3,2,2,304,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Out of Campus,0,1,3,2,2,2,2,305,Yes,No,Yes,No,No,No
UGRD,Foreigner,China,1,F,School of Science,Residential Colleges,1,3,2,1,3,2,2,306,Yes,Yes,Yes,Yes,No,Yes
UGRD,Permanent Resident,China,3,F,School of Arts & Social Science,Halls,4,2,2,4,4,2,1,307,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,4,0,3,4,3,3,2,308,No,No,Yes,No,No,Yes
UGRD,Permanent Resident,China,3,F,School of Engineering,Halls,0,1,3,2,3,2,2,309,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Residences,3,3,3,5,5,2,2,310,No,Yes,Yes,No,Yes,No
GRAD,Foreigner,China,1,F,School of Engineering,Residences,0,1,2,1,1,2,2,311,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,1,1,1,2,1,2,2,312,Yes,No,Yes,No,No,No
GRAD,Permanent Resident,Malaysia,1,M,School of Engineering,Out of Campus,1,2,2,1,2,2,2,313,Yes,No,Yes,No,No,No
GRAD,Foreigner,Taiwan,3,F,School of Engineering,Residences,0,1,3,2,3,2,3,314,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Multi Disciplinary Programme,Out of Campus,0,0,3,3,4,2,2,315,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,1,2,3,3,2,2,316,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Halls,3,0,3,3,1,2,2,317,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,0,1,2,3,4,2,2,318,No,Yes,Yes,Yes,No,No
UGRD,Permanent Resident,Malaysia,2,F,School of Science,Halls,4,2,2,3,2,1,2,319,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Design & Environment,Residential Colleges,2,1,3,2,3,2,2,320,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Out of Campus,0,1,3,2,2,2,1,321,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Multi Disciplinary Programme,Halls,0,2,4,3,2,2,2,322,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Out of Campus,0,1,2,2,2,3,3,323,Yes,No,Yes,No,No,No
GRAD,Foreigner,Taiwan,1,M,School of Engineering,Out of Campus,0,1,4,2,3,2,2,324,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Out of Campus,2,2,3,2,3,2,2,325,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Residences,3,2,2,2,2,2,2,326,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Computing,Residential Colleges,0,1,4,3,4,1,2,327,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Halls,0,2,3,6,8,2,2,328,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,1,2,5,1,2,2,329,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,0,1,2,3,6,2,2,330,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,3,1,1,7,3,2,1,331,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,2,2,2,3,2,1,332,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,0,1,1,5,6,1,2,333,Yes,No,Yes,Yes,Yes,No
UGRD,Permanent Resident,Malaysia,3,F,School of Arts & Social Science,Out of Campus,3,3,4,6,4,3,2,334,Yes,Yes,Yes,No,No,Yes
GRAD,Country Citizen,Singapore,4,M,School of Science,Out of Campus,0,0,2,2,1,2,2,335,No,No,No,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Computing,Out of Campus,0,1,2,2,3,1,2,336,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,2,3,3,5,1,3,337,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,1,1,2,2,3,2,2,338,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Medicine1,Out of Campus,1,1,1,1,1,2,2,339,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residential Colleges,1,2,1,1,2,2,2,340,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Residential Colleges,2,3,4,3,6,2,2,341,Yes,Yes,Yes,Yes,No,Yes
GRAD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,0,1,5,5,1,2,2,342,No,No,No,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,0,1,3,3,4,1,2,343,No,No,Yes,Yes,No,Yes
GRAD,Country Citizen,Singapore,1,F,School of Medicine2,Out of Campus,2,1,4,3,3,2,2,344,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,2,2,3,1,2,2,345,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,2,5,4,5,2,2,346,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Residential Colleges,2,2,4,5,6,3,3,347,No,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Halls,1,0,1,2,4,2,2,348,No,No,Yes,No,Yes,Yes
UGRD,Permanent Resident,Malaysia,3,M,School of Computing,Out of Campus,1,2,4,2,1,1,2,349,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Halls,0,1,1,2,1,2,2,350,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,0,1,3,1,3,2,2,351,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,1,2,2,1,2,1,2,352,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Halls,3,2,2,3,2,2,1,353,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,0,1,1,2,2,2,1,354,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,0,1,1,2,2,3,3,355,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Law,Out of Campus,4,3,3,2,3,2,2,356,No,Yes,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,1,4,3,5,4,2,2,357,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,0,1,2,2,1,1,2,358,Yes,No,No,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,1,4,8,4,2,2,359,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,1,2,2,1,2,2,360,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Medicine1,Halls,0,0,1,2,4,2,1,361,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Medicine1,Out of Campus,3,2,3,4,3,2,2,362,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,M,School of Science,Out of Campus,4,3,4,2,5,3,3,363,Yes,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,3,2,2,6,6,2,3,364,Yes,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Residential Colleges,2,4,3,2,2,3,2,365,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,2,1,3,4,3,2,2,366,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Halls,3,3,3,4,4,2,2,367,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,0,1,3,2,3,2,2,368,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Residential Colleges,1,1,1,1,2,1,1,369,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Residential Colleges,2,1,3,2,3,2,2,370,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,1,1,3,3,2,2,2,371,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Law,Out of Campus,2,0,1,2,3,1,2,372,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Halls,0,2,2,5,2,2,2,373,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Out of Campus,0,1,4,1,1,3,3,374,Yes,No,No,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Medicine1,Out of Campus,1,1,2,3,2,2,2,375,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,1,1,1,1,2,2,376,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residences,4,2,3,8,3,2,3,377,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,1,2,2,1,2,1,378,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,2,2,6,2,1,1,379,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,2,5,8,7,2,3,380,Yes,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,1,2,3,2,3,2,381,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,1,2,2,2,2,1,382,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,2,2,3,4,5,1,1,383,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Residential Colleges,2,3,1,2,4,2,2,384,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,M,School of Science,Out of Campus,0,0,3,6,3,1,2,385,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,M,School of Design & Environment,Out of Campus,0,0,2,2,3,2,2,386,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,1,3,3,2,2,2,387,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,1,2,3,8,2,2,388,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,4,M,School of Science,Out of Campus,0,0,1,1,2,2,1,389,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Halls,2,2,2,2,4,2,2,390,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Computing,Out of Campus,0,1,4,4,4,3,3,391,No,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,3,M,School of Computing,Out of Campus,0,0,3,1,2,2,2,392,No,No,Yes,Yes,No,No
UGRD,Foreigner,Malaysia,1,F,School of Arts & Social Science,Halls,0,2,3,2,3,1,2,393,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,2,2,4,6,3,2,1,394,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,2,3,4,5,2,1,395,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,1,1,2,3,1,2,2,396,Yes,No,Yes,No,No,No
UGRD,Permanent Resident,Taiwan,1,F,School of Engineering,Out of Campus,0,0,1,2,7,0,2,397,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,3,3,3,3,5,2,1,398,Yes,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Halls,2,4,3,6,2,2,2,399,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Business School,Out of Campus,1,2,2,2,2,2,2,400,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,1,2,3,3,1,2,2,401,Yes,Yes,Yes,No,No,No
UGRD,Permanent Resident,Taiwan,1,F,School of Engineering,Halls,0,1,3,1,1,2,2,402,No,No,No,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Medicine1,Out of Campus,1,2,4,3,5,2,3,403,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,1,1,2,6,2,2,404,Yes,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Halls,0,2,2,4,6,2,2,405,No,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,0,0,7,10,4,0,2,406,No,No,Yes,Yes,No,No
